10000;0.048639
11000;0.075582
12000;0.085153
13000;0.084028
14000;0.137783
15000;0.151434
16000;0.188447
17000;0.210165
18000;0.192042
19000;0.237717
20000;0.285007
21000;0.353485
22000;0.321050
23000;0.365754
24000;0.458105
25000;0.507274
26000;0.531074
27000;0.513266
28000;0.451837
29000;0.449249
30000;0.561555
31000;0.683093
32000;0.771881
33000;0.700948
34000;0.681620
35000;0.868229
36000;0.759379
37000;0.975940
38000;0.954144
39000;1.137925
40000;1.292945
41000;1.242438
42000;1.355082
43000;1.298091
44000;1.209068
45000;1.377143
46000;1.367393
47000;1.357296
48000;1.610084
49000;1.771008
50000;1.568648
51000;1.704660
52000;1.774840
53000;1.656702
54000;1.817286
55000;2.321313
56000;1.921223
57000;2.123694
58000;1.898925
59000;2.259986
60000;2.747259
61000;3.011815
62000;2.991930
63000;3.140461
64000;3.148232
65000;2.506925
66000;2.815572
67000;2.666670
68000;2.690772
69000;2.746435
70000;3.337989
71000;3.395944
72000;3.972856
73000;3.533489
74000;3.309046
75000;3.549501
76000;3.047176
77000;3.453762
78000;3.280353
79000;3.478206
80000;3.899163
81000;4.272999
82000;4.586342
83000;4.542705
84000;4.661430
85000;4.981080
86000;5.471218
87000;5.442975
88000;5.303678
89000;4.979705
90000;4.746524
91000;4.655726
92000;5.464186
93000;5.519322
94000;6.497988
95000;6.439160
96000;6.550815
97000;7.376043
98000;5.900368
99000;5.829694
100000;6.733271
